datetime,portfolio_value,cash,return
2023-08-15 09:30:00-04:00,100000.0,100000.0,
2023-08-15 12:30:00-04:00,100000.0,100000.0,0.0
2023-08-15 15:30:00-04:00,100000.0,100000.0,0.0
2023-08-15 18:30:00-04:00,100000.0,100000.0,0.0
2023-08-16 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-16 12:30:00-04:00,100000.0,100000.0,0.0
2023-08-16 15:30:00-04:00,100000.0,100000.0,0.0
2023-08-16 18:30:00-04:00,100000.0,100000.0,0.0
2023-08-17 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-17 12:30:00-04:00,100000.0,100000.0,0.0
2023-08-17 15:30:00-04:00,100000.0,100000.0,0.0
2023-08-17 18:30:00-04:00,100000.0,100000.0,0.0
2023-08-18 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-18 12:30:00-04:00,100000.0,100000.0,0.0
2023-08-18 15:30:00-04:00,100000.0,100000.0,0.0
2023-08-18 18:30:00-04:00,100000.0,100000.0,0.0
2023-08-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-21 12:30:00-04:00,100000.0,149880.69860839844,0.0
2023-08-21 15:30:00-04:00,100000.0,224701.7465209961,0.0
2023-08-21 18:30:00-04:00,100000.0,337152.09338378906,0.0
2023-08-22 09:30:00-04:00,98032.53735351562,337152.09338378906,-0.019674626464843747
2023-08-22 12:30:00-04:00,98032.53735351562,337152.09338378906,0.0
2023-08-22 15:30:00-04:00,98032.53735351562,337152.09338378906,0.0
2023-08-22 18:30:00-04:00,98032.53735351562,337152.09338378906,0.0
2023-08-23 09:30:00-04:00,99078.59338378906,337152.09338378906,0.01067049837240508
2023-08-23 12:30:00-04:00,99078.59338378906,337152.09338378906,0.0
2023-08-23 15:30:00-04:00,99078.59338378906,337152.09338378906,0.0
2023-08-23 18:30:00-04:00,99078.59338378906,337152.09338378906,0.0
2023-08-24 09:30:00-04:00,96130.11206054688,337152.09338378906,-0.029759014763370728
2023-08-24 12:30:00-04:00,96130.11206054688,337152.09338378906,0.0
2023-08-24 15:30:00-04:00,96130.11206054688,337152.09338378906,0.0
2023-08-24 18:30:00-04:00,96130.11206054688,337152.09338378906,0.0
2023-08-25 09:30:00-04:00,99387.53735351562,337152.09338378906,0.033885587181226695
2023-08-25 12:30:00-04:00,99387.53735351562,337152.09338378906,0.0
2023-08-25 15:30:00-04:00,99387.53735351562,337152.09338378906,0.0
2023-08-25 18:30:00-04:00,99387.53735351562,337152.09338378906,0.0
2023-08-28 09:30:00-04:00,97458.01867675781,337152.09338378906,-0.019414090822017505
2023-08-28 12:30:00-04:00,97458.01867675781,337152.09338378906,0.0
2023-08-28 15:30:00-04:00,97458.01867675781,337152.09338378906,0.0
2023-08-28 18:30:00-04:00,97458.01867675781,337152.09338378906,0.0
2023-08-29 09:30:00-04:00,97235.79669189453,337152.09338378906,-0.0022801816400591646
2023-08-29 12:30:00-04:00,97235.79669189453,337152.09338378906,0.0
2023-08-29 15:30:00-04:00,97235.79669189453,337152.09338378906,0.0
2023-08-29 18:30:00-04:00,97235.79669189453,337152.09338378906,0.0
2023-08-30 09:30:00-04:00,93517.66809082031,337152.09338378906,-0.03823826952182685
2023-08-30 12:30:00-04:00,93517.66809082031,337152.09338378906,0.0
2023-08-30 15:30:00-04:00,93517.66809082031,337152.09338378906,0.0
2023-08-30 18:30:00-04:00,93517.66809082031,337152.09338378906,0.0
2023-08-31 09:30:00-04:00,92357.79669189453,337152.09338378906,-0.012402698042035865
2023-08-31 12:30:00-04:00,92357.79669189453,337152.09338378906,0.0
2023-08-31 15:30:00-04:00,92357.79669189453,337152.09338378906,0.0
2023-08-31 18:30:00-04:00,92357.79669189453,337152.09338378906,0.0
2023-09-01 09:30:00-04:00,91533.94610595703,337152.09338378906,-0.008920206148765764
2023-09-01 12:30:00-04:00,91533.94610595703,337152.09338378906,0.0
2023-09-01 15:30:00-04:00,91533.94610595703,337152.09338378906,0.0
2023-09-01 18:30:00-04:00,91533.94610595703,337152.09338378906,0.0
2023-09-05 09:30:00-04:00,92856.42742919922,337152.09338378906,0.014447987653797068
2023-09-05 12:30:00-04:00,92856.42742919922,337152.09338378906,0.0
2023-09-05 15:30:00-04:00,92856.42742919922,337152.09338378906,0.0
2023-09-05 18:30:00-04:00,92856.42742919922,337152.09338378906,0.0
2023-09-06 09:30:00-04:00,94119.29669189453,337152.09338378906,0.013600235305824437
2023-09-06 12:30:00-04:00,94119.29669189453,337152.09338378906,0.0
2023-09-06 15:30:00-04:00,94119.29669189453,337152.09338378906,0.0
2023-09-06 18:30:00-04:00,94119.29669189453,337152.09338378906,0.0
